similarity,Pancreatic ductal adenocarcinoma,Essential hypertension,Non-small cell lung cancer,Systemic lupus erythematosus,Glioma,Acne,Bladder cancer,Breast cancer,Colorectal cancer,Ovarian endometriosis,Hepatocellular carcinoma,Lupus nephritis,Lung adenocarcinoma,Gastric cancer,Clear cell renal cell carcinoma,Intervertebral disc degeneration,Glioblastoma multiforme,Osteosarcoma,Endometrial cancer,Hepatoblastoma,Hepatic steatosis,Pulmonary tuberculosis,Cardiovascular disease,Lung cancer,Osteoarthritis,Acute myeloid leukemia,Diabetes retinopathy,Pancreatic cancer,Intracranial aneurysms,Atherosclerosis,Liver cancer,Myocardial infarction,Tuberculosis,Moyamoya disease,Active pulmonary tuberculosis,Cervical cancer,Radiation-induced liver fibrosis,Multiple sclerosis,Oral squamous cell carcinomas,Hypopharyngeal squamous cell carcinoma,Thoracic aortic dissection,Diabetic retinopathy,Hypertension,Glioblastoma,Cervical carcinoma,Papillary thyroid carcinoma,Type 2 diabetes mellitus,Coronary artery disease,Hirschsprung disease,Pre-eclampsia,Multiple system atrophy,Cutaneous squamous cell carcinoma,Major depressive disorder,Esophageal cancer,Basal cell carcinoma,Laryngeal squamous cell cancer tissues,Immunosenescence,Primary hepatic carcinoma,Oral squamous cell carcinoma,Primary biliary cholangitis,Triple negative breast cancer,Leukoaraiosis,Rheumatoid arthritis,Heart disease,Colon cancer,Facet joint osteoarthritis
Tuberculosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7776511683008285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7776511683008285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moyamoya disease,0.0,0.18477660113870945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11250846289050556,0.0,0.0,0.0,0.13893800442411056,0.0,0.6461620442591804,0.2979899813364536,0.0,0.1281573717849324,0.0,1.0,0.0,0.0,0.0,0.09748829457252899,0.0,0.0,0.15826501367863172,0.13893800442411056,0.2016676685598067,0.0,0.0,0.0,0.0,0.24642819452544587,0.0,0.0,0.2545671268941257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10382916290956315,0.0,0.0
Active pulmonary tuberculosis,0.0,0.0,0.1769577882370829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.21699089808864924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7776511683008285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0910838114965857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cervical cancer,0.08370309555977719,0.0,0.1001334787032913,0.0,0.054067164566371895,0.0,0.36677310086272963,0.131161262405186,0.09942302558987079,0.37655900357365113,0.105586871594498,0.13784372424090893,0.10737054683800858,0.11741977576703794,0.29974018989459345,0.0,0.04767181745152794,0.052213515046831804,0.8095049675240256,0.06722777658797047,0.0,0.0,0.0,0.12499020096370717,0.0,0.06134751351795285,0.0,0.11965187660314404,0.0,0.0,0.1387830215510081,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.131161262405186,0.10405561930719398,0.0,0.0,0.0,0.04767181745152794,1.0,0.08957906116861171,0.0,0.0,0.0,0.10926495430657406,0.0,0.06027187417038442,0.0,0.11165405367332282,0.06027187417038442,0.10666728711145874,0.0,0.1387830215510081,0.131161262405186,0.0,0.12068233954420254,0.0,0.0,0.0,0.09942302558987079,0.0
Radiation-induced liver fibrosis,0.06977945316992792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08632327234773458,0.0,0.21237018283085574,0.0,0.0,0.1070327206836296,0.0,0.0,0.0,0.0,0.0,0.0,0.3593499190886117,0.0,0.0,0.0,0.0,0.0,0.0,0.1097461410229615,0.0,0.0,0.30643029180983744,0.23403274472746727,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085080224666503,0.0,0.0,0.0,0.0,0.10017659162461934,0.0,0.0,0.0,0.30643029180983744,0.0,0.6379217224720211,0.0,0.43007129800975674,0.0,0.0,0.08632327234773458,0.0
Multiple sclerosis,0.0,0.0,0.0,0.2952243810043941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17694767674394102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11163081258616317,0.0,0.0,0.0,0.0,0.09748829457252899,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09521557286395725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22292983283654388,0.0,0.0,0.0
Oral squamous cell carcinomas,0.10462404514895077,0.0,0.1316185586680853,0.0,0.07490392803618097,0.0,0.13593676297114837,0.1910130233424162,0.13039382041405304,0.0,0.14120470039073046,0.0,0.14441300923546702,0.16319880616945154,0.10486827017427403,0.0,0.06316451059351624,0.07139261938275322,0.14017126125834875,0.10277783108777355,0.0,0.0,0.0,0.17820007219345274,0.0,0.08964188198435218,0.0,0.16754286773163,0.0,0.0,0.20761812493514614,0.0,0.0,0.0,0.0,0.131161262405186,0.0,0.0,1.0,0.4058932520202699,0.0,0.0,0.0,0.06316451059351624,0.131161262405186,0.21421092593522584,0.0,0.0,0.0,0.0,0.0,0.0873636560797524,0.0,0.28620152034023316,0.0873636560797524,0.2690478374499804,0.0,0.20761812493514614,1.0,0.0,0.16957029301352206,0.0,0.0,0.0,0.13039382041405304,0.0
Hypopharyngeal squamous cell carcinoma,0.08662452378051588,0.0,0.10434322981416375,0.0,0.05672870464364101,0.0,0.10703882543228316,0.13847945392217223,0.10357201415324298,0.0,0.1102783872415646,0.0,0.11222555269729431,0.1232507857341967,0.08679187716247265,0.0,0.0497289760485122,0.0546915038828296,0.10964704607251163,0.07139261938275322,0.0,0.0,0.0,0.1316185586680853,0.0,0.06479694937479043,0.0,0.12571240499054553,0.0,0.0,0.14700309418679916,0.0,0.0,0.0,0.0,0.10405561930719398,0.0,0.0,0.4058932520202699,1.0,0.0,0.0,0.0,0.0497289760485122,0.10405561930719398,0.17467413247342237,0.0,0.0,0.0,0.0,0.0,0.06359812953342592,0.0,0.2197468127156761,0.06359812953342592,0.4663089265894545,0.0,0.14700309418679916,0.4058932520202699,0.0,0.1268503967237579,0.0,0.0,0.0,0.10357201415324298,0.0
Thoracic aortic dissection,0.0,0.27762390370559015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19407490465784522,0.0,0.0,0.0,0.18561452505931814,0.0,0.32844690925408365,0.25239880777132395,0.0,0.16686241740506033,0.0,0.15826501367863172,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18561452505931814,0.31759060944099193,0.0,0.0,0.0,0.0,0.19343547929001922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16961701641548482,0.0,0.0
Diabetic retinopathy,0.07637500890799749,0.22316774937229486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14353991091398086,0.0,0.0,0.0,1.0,0.11095829110770507,0.15809493201450703,0.20657218777682831,0.0,0.14552015917221267,0.0,0.13893800442411056,0.0,0.0,0.0,0.0,0.0,0.0,0.18561452505931814,1.0,0.24828394869948572,0.0,0.0,0.08195164367352817,0.23579616858266314,0.16532693101957008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1297069233812255,0.0,0.0
Hypertension,0.0,0.7978319276582334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4262555462580229,0.0,0.0,0.0,0.24828394869948572,0.0,0.24470748180051813,0.38430187791269116,0.0,0.2158382810403369,0.0,0.2016676685598067,0.0,0.0,0.0,0.0,0.0,0.0,0.31759060944099193,0.24828394869948572,1.0,0.0,0.0,0.0,0.0,0.2624796182607197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32372981114558064,0.0,0.0
Glioblastoma,0.16318143442900163,0.0,0.04780182387733815,0.0,0.8614374217325755,0.0,0.04901982895396159,0.06316451059351624,0.04745319546275513,0.0,0.20711194530455795,0.0,0.21071643505867335,0.05632752874644547,0.1634931830114303,0.0,1.0,0.13366146812276405,0.05019755455735867,0.17367980430509383,0.0,0.0,0.0,0.060087565353067474,0.0,0.15791941064385612,0.0,0.05743448429379559,0.0,0.0,0.06697967421635956,0.0,0.0,0.0,0.0,0.04767181745152794,0.0,0.0,0.06316451059351624,0.0497289760485122,0.0,0.0,0.0,1.0,0.04767181745152794,0.17492422931210538,0.0,0.0,0.0,0.0,0.0,0.2563677974061504,0.0,0.053474606300841866,0.2563677974061504,0.051014584522188884,0.0,0.06697967421635956,0.06316451059351624,0.0,0.05794598819472326,0.0,0.0,0.0,0.04745319546275513,0.0
Cervical carcinoma,0.08370309555977719,0.0,0.1001334787032913,0.0,0.054067164566371895,0.0,0.36677310086272963,0.131161262405186,0.09942302558987079,0.37655900357365113,0.105586871594498,0.13784372424090893,0.10737054683800858,0.11741977576703794,0.29974018989459345,0.0,0.04767181745152794,0.052213515046831804,0.8095049675240256,0.06722777658797047,0.0,0.0,0.0,0.12499020096370717,0.0,0.06134751351795285,0.0,0.11965187660314404,0.0,0.0,0.1387830215510081,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.131161262405186,0.10405561930719398,0.0,0.0,0.0,0.04767181745152794,1.0,0.08957906116861171,0.0,0.0,0.0,0.10926495430657406,0.0,0.06027187417038442,0.0,0.11165405367332282,0.06027187417038442,0.10666728711145874,0.0,0.1387830215510081,0.131161262405186,0.0,0.12068233954420254,0.0,0.0,0.0,0.09942302558987079,0.0
Papillary thyroid carcinoma,0.4686367814675153,0.0,0.08979212989673092,0.0,0.19561926828586512,0.0,0.09178115808449759,0.11396834973598984,0.08922042527285765,0.0,0.39607575401134926,0.0,0.4020311889080814,0.10344881207337209,0.32174148139214387,0.0,0.17492422931210538,0.11471700357440989,0.09369216772031902,0.14299528338895412,0.0,0.0,0.0,0.10928017326691578,0.0,0.13213775757514393,0.08195164367352817,0.3082826465632513,0.0,0.0,0.11967941345571748,0.0,0.0,0.0,0.0,0.08957906116861171,0.0,0.0,0.21421092593522584,0.17467413247342237,0.0,0.08195164367352817,0.0,0.17492422931210538,0.08957906116861171,1.0,0.09002402917469238,0.0,0.0,0.0,0.0,0.3101753776513572,0.0,0.18597771825343393,0.3101753776513572,0.17857915135562488,0.0,0.11967941345571748,0.21421092593522584,0.0,0.10597283980979769,0.0,0.0,0.0,0.08922042527285765,0.0
Type 2 diabetes mellitus,0.08333947472912032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23579616858266314,0.126290961823953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23579616858266314,0.0,0.0,0.0,0.09002402917469238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coronary artery disease,0.0,0.23457068911440157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15344183499251982,0.0,0.0,0.0,0.16532693101957008,0.0,0.16373347747006323,0.5426714249114577,0.0,0.37703552502959997,0.0,0.24642819452544587,0.0,0.0,0.0,0.0,0.0,0.0,0.19343547929001922,0.16532693101957008,0.2624796182607197,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34241484756497204,0.0,0.0
Hirschsprung disease,0.0568014974396275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36358356948921045,0.0,0.0714033262109608,0.0,0.0,0.18582730782529525,0.0,0.0,0.0,0.0,0.0,0.0,0.10399391005457599,0.0,0.0,0.0,0.0,0.0,0.0,0.08073474253235438,0.0,0.0,0.09336081951306369,0.0,0.0,0.0,0.0,0.0,0.085080224666503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1768639429445204,0.0,0.0,0.0,0.09336081951306369,0.0,0.06036319053017891,0.0,0.0,0.0,0.0,0.36358356948921045,0.0
Pre-eclampsia,0.0,0.0,0.0,0.0,0.0,0.0,0.11337016806392466,0.0,0.0,0.18507066112506423,0.0,0.08643670535004329,0.0,0.0,0.08682607813947137,0.0,0.0,0.0,0.11701802084807801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10926495430657406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10926495430657406,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple system atrophy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2844861901642969,0.0,0.0,0.0,0.0,0.2545671268941257,0.0,0.0,0.0,0.09521557286395725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cutaneous squamous cell carcinoma,0.2849538718237097,0.0,0.06047983615050964,0.0,0.30341132863710735,0.0,0.06244286306007633,0.0873636560797524,0.05992283536038779,0.0,0.3834783498219224,0.0,0.39209240983874777,0.07480527598258259,0.2856135404319368,0.0,0.2563677974061504,0.1750020568813148,0.06436654272941346,0.2506044173310854,0.0,0.0,0.0,0.08158529454822745,0.0,0.21905926852198,0.0,0.07677027381849551,0.0,0.0,0.09483495747651162,0.0,0.0,0.0,0.0,0.06027187417038442,0.0,0.0,0.0873636560797524,0.06359812953342592,0.0,0.0,0.0,0.2563677974061504,0.06027187417038442,0.3101753776513572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06985583031879086,0.5091027035701111,0.06571610544329255,0.0,0.09483495747651162,0.0873636560797524,0.0,0.07768690314885736,0.0,0.0,0.0,0.05992283536038779,0.0
Major depressive disorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esophageal cancer,0.2265140826798139,0.0,0.11198526892433601,0.0,0.06165522824896667,0.0,0.11509605735832903,0.15227008063524672,0.4856834692290749,0.0,0.29317420074902195,0.0,0.12111497812571674,0.5860543607078913,0.09201489232818366,0.0,0.053474606300841866,0.05925630913710789,0.11811726008327555,0.07937443629651898,0.12747448575346498,0.0,0.0,0.1440153720775536,0.0,0.07130485839470052,0.0,0.3378810828712301,0.0,0.0,0.40119147164988334,0.0,0.0,0.0,0.0,0.11165405367332282,0.10017659162461934,0.0,0.28620152034023316,0.2197468127156761,0.0,0.0,0.0,0.053474606300841866,0.11165405367332282,0.18597771825343393,0.0,0.0,0.1768639429445204,0.0,0.0,0.06985583031879086,0.0,1.0,0.06985583031879086,0.22596299432538677,0.0,0.40119147164988334,0.28620152034023316,0.06758973156034617,0.13832612118127505,0.0,0.0,0.0,0.4856834692290749,0.0
Basal cell carcinoma,0.2849538718237097,0.0,0.06047983615050964,0.0,0.30341132863710735,0.0,0.06244286306007633,0.0873636560797524,0.05992283536038779,0.0,0.3834783498219224,0.0,0.39209240983874777,0.07480527598258259,0.2856135404319368,0.0,0.2563677974061504,0.1750020568813148,0.06436654272941346,0.2506044173310854,0.0,0.0,0.0,0.08158529454822745,0.0,0.21905926852198,0.0,0.07677027381849551,0.0,0.0,0.09483495747651162,0.0,0.0,0.0,0.0,0.06027187417038442,0.0,0.0,0.0873636560797524,0.06359812953342592,0.0,0.0,0.0,0.2563677974061504,0.06027187417038442,0.3101753776513572,0.0,0.0,0.0,0.0,0.0,0.5091027035701111,0.0,0.06985583031879086,1.0,0.06571610544329255,0.0,0.09483495747651162,0.0873636560797524,0.0,0.07768690314885736,0.0,0.0,0.0,0.05992283536038779,0.0
Laryngeal squamous cell cancer tissues,0.08842690406152186,0.0,0.31073969230557325,0.0,0.058407812778227625,0.0,0.10980437943833303,0.143143669728047,0.10615916079660971,0.0,0.11321617232423457,0.0,0.2282501407522399,0.1269319203047873,0.08860130108611171,0.0,0.051014584522188884,0.05625052242778333,0.11255084707756191,0.07407249825129583,0.0,0.0910838114965857,0.0,0.39456306580503286,0.0,0.06699690622983943,0.0,0.12954433627270073,0.0,0.0,0.15227008063524675,0.0,0.0,0.0,0.0910838114965857,0.10666728711145874,0.0,0.0,0.2690478374499804,0.4663089265894545,0.0,0.0,0.0,0.051014584522188884,0.10666728711145874,0.17857915135562488,0.0,0.0,0.0,0.0,0.0,0.06571610544329255,0.0,0.22596299432538677,0.06571610544329255,1.0,0.0,0.15227008063524675,0.2690478374499804,0.0,0.13075309479666414,0.0,0.0,0.0,0.10615916079660971,0.0
Immunosenescence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Primary hepatic carcinoma,0.26990548161404726,0.0,0.1392951125600827,0.0,0.08032991709925906,0.0,0.1441409909763189,0.20761812493514614,0.34022468473500184,0.0,0.660016270072115,0.0,0.153707251042291,0.43209769260130615,0.10968444728478331,0.0,0.06697967421635956,0.07630513668756954,0.148911012929285,0.11327655415396236,0.4300432647367624,0.0,0.0,0.19256839870924958,0.0,0.09752551145771514,0.0,0.44446710069085443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1387830215510081,0.30643029180983744,0.0,0.20761812493514614,0.14700309418679916,0.0,0.0,0.0,0.06697967421635956,0.1387830215510081,0.11967941345571748,0.0,0.0,0.09336081951306369,0.0,0.0,0.09483495747651162,0.0,0.40119147164988334,0.09483495747651162,0.15227008063524675,0.0,1.0,0.20761812493514614,0.18603618252105789,0.18253006860899226,0.0,0.0,0.0,0.34022468473500184,0.0
Oral squamous cell carcinoma,0.10462404514895077,0.0,0.1316185586680853,0.0,0.07490392803618097,0.0,0.13593676297114837,0.1910130233424162,0.13039382041405304,0.0,0.14120470039073046,0.0,0.14441300923546702,0.16319880616945154,0.10486827017427403,0.0,0.06316451059351624,0.07139261938275322,0.14017126125834875,0.10277783108777355,0.0,0.0,0.0,0.17820007219345274,0.0,0.08964188198435218,0.0,0.16754286773163,0.0,0.0,0.20761812493514614,0.0,0.0,0.0,0.0,0.131161262405186,0.0,0.0,1.0,0.4058932520202699,0.0,0.0,0.0,0.06316451059351624,0.131161262405186,0.21421092593522584,0.0,0.0,0.0,0.0,0.0,0.0873636560797524,0.0,0.28620152034023316,0.0873636560797524,0.2690478374499804,0.0,0.20761812493514614,1.0,0.0,0.16957029301352206,0.0,0.0,0.0,0.13039382041405304,0.0
Primary biliary cholangitis,0.05223666719986339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060986258522256476,0.0,0.14661311011706896,0.0,0.0,0.0706428606482507,0.0,0.0,0.0,0.0,0.0,0.0,0.2043019286038181,0.0,0.0,0.0,0.0,0.0,0.0,0.0718147680369042,0.0,0.0,0.18603618252105789,0.16774388984548552,0.0,0.0,0.0,0.0,0.6379217224720211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06036319053017891,0.0,0.0,0.0,0.0,0.06758973156034617,0.0,0.0,0.0,0.18603618252105789,0.0,1.0,0.0,0.24914304042605254,0.0,0.0,0.060986258522256476,0.0
Triple negative breast cancer,0.09784691276112319,0.0,0.1210693769694943,0.1516135754126214,0.06767635339490269,0.30990293928476703,0.1247135334974628,0.8877420504964461,0.12003232228277763,0.0,0.12913337415583892,0.08589738670089016,0.13181138366672543,0.14728603283627845,0.09806049037972181,0.0,0.05794598819472326,0.06479694937479043,0.12826853488705697,0.08964188198435218,0.0,0.0,0.0,0.15939597215388476,0.0,0.0794832002698997,0.0,0.15081509597500314,0.0,0.0,0.18253006860899226,0.0,0.0,0.0,0.0,0.12068233954420254,0.0,0.0,0.16957029301352206,0.1268503967237579,0.0,0.0,0.0,0.05794598819472326,0.12068233954420254,0.10597283980979769,0.0,0.0,0.0,0.0,0.0,0.07768690314885736,0.0,0.13832612118127505,0.07768690314885736,0.13075309479666414,0.0,0.18253006860899226,0.16957029301352206,0.0,1.0,0.0,0.11057223663978785,0.0,0.12003232228277763,0.0
Leukoaraiosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2760040261821452,0.0,0.0,0.0,0.0,0.43007129800975674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24914304042605254,0.0,1.0,0.0,0.0,0.0,0.0
Rheumatoid arthritis,0.0,0.0,0.0,0.5407107958132217,0.0,0.1153284954991129,0.0,0.12060979412733311,0.0,0.0,0.0,0.33444991553800574,0.0,0.0,0.0,0.14043794658709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5649682246088915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22292983283654388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11057223663978785,0.0,1.0,0.0,0.0,0.39541457466237256
Heart disease,0.0,0.2484754720343572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5737283412592257,0.0,0.0,0.0,0.1297069233812255,0.0,0.1276946560195676,0.2097523387269803,0.0,0.2774740727028587,0.0,0.10382916290956315,0.0,0.0,0.0,0.0,0.0,0.0,0.16961701641548482,0.1297069233812255,0.32372981114558064,0.0,0.0,0.0,0.0,0.34241484756497204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Colon cancer,0.20570226223259339,0.0,0.09968556480509443,0.0,0.05378612303448822,0.0,0.10214304603883892,0.13039382041405304,0.8689457652676402,0.0,0.25922853365878123,0.0,0.10685571442971806,0.5106323038034413,0.08354496123442468,0.0,0.04745319546275513,0.0519513670282022,0.1045154875378449,0.06679381462642041,0.10585710887475616,0.0,0.0,0.12429308361754243,0.0,0.06098594269738769,0.0,0.29357540898128176,0.0,0.0,0.34022468473500184,0.0,0.0,0.0,0.0,0.09942302558987079,0.08632327234773458,0.0,0.13039382041405304,0.10357201415324298,0.0,0.0,0.0,0.04745319546275513,0.09942302558987079,0.08922042527285765,0.0,0.0,0.36358356948921045,0.0,0.0,0.05992283536038779,0.0,0.4856834692290749,0.05992283536038779,0.10615916079660971,0.0,0.34022468473500184,0.13039382041405304,0.060986258522256476,0.12003232228277763,0.0,0.0,0.0,1.0,0.0
Facet joint osteoarthritis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40618950596930165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6275165020179577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39541457466237256,0.0,0.0,1.0
